source_system,source_code,source_display,target_system,target_code,target_display
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80121,BACTEROIDES FRAGILIS,http://snomed.info/sct,55247009,"Bacteroides fragilis"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80112,BACTEROIDES FRAGILIS GROUP,http://snomed.info/sct,417375007,"Bacteroides fragilis group"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90313,BACTEROIDES SPECIES,http://snomed.info/sct,57522007,"Bacteroides species"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90693,BEAUVERIA BASSIANA,http://snomed.info/sct,65562008,"Beauveria bassiana"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90708,"BETA STREP NOT GROUP A, B OR ANGINOSUS (MILLERI)",http://snomed.info/sct,406609007,"Beta-hemolytic streptococcus, non-Group A, non-Group B"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80213,"BETA STREPTOCOCCI, NOT GROUP A",http://snomed.info/sct,713922006,"Beta-hemolytic Streptococcus, non-Group A"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80048,BETA STREPTOCOCCUS,http://snomed.info/sct,53490009,"Beta-hemolytic streptococcus"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80054,BETA STREPTOCOCCUS GROUP A,http://snomed.info/sct,413643004,"Beta-hemolytic streptococcus Group A"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80045,BETA STREPTOCOCCUS GROUP B,http://snomed.info/sct,43492007,"Beta-haemolytic Streptococcus, group B"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80046,BETA STREPTOCOCCUS GROUP C,http://snomed.info/sct,89181007,"Streptococcus, group C"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80047,BETA STREPTOCOCCUS GROUP G,http://snomed.info/sct,75012005,"Streptococcus, group G"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80224,BETA STREPTOCOCCUS NOT GROUP A OR B,http://snomed.info/sct,406609007,"Beta-hemolytic streptococcus, non-Group A, non-Group B"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80140,BLASTOCYSTIS HOMINIS,http://snomed.info/sct,28923009,"Blastocystis hominis"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80030,BORDETELLA BRONCHISEPTICA,http://snomed.info/sct,10620008,"Bordetella bronchiseptica"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90794,BREVIBACTERIUM CASEI,http://snomed.info/sct,6405003,"Brevibacterium casei"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90890,BREVUNDIMONAS DIMINUTA/VESICULARIS,http://snomed.info/sct,113689009,"Brevundimonas diminuta"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90820,BREVUNDIMONAS VESICULARIS,http://snomed.info/sct,113690000,"Brevundimonas vesicularis"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80028,BURKHOLDERIA CEPACIA,http://snomed.info/sct,113669008,"Burkholderia cepacia"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80294,BURKHOLDERIA CEPACIA GROUP,http://snomed.info/sct,131281002,"Burkholderia cepacia complex"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90571,BURKHOLDERIA GLADIOLI,http://snomed.info/sct,113671008,"Burkholderia gladioli"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80208,BURKHOLDERIA SPECIES,http://snomed.info/sct,414324002,"Burkholderia species"
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90532,CAMPYLOBACTER COLI,http://snomed.info/sct,40614002,Campylobacter coli
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80185,CAMPYLOBACTER JEJUNI,http://snomed.info/sct,66543000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80107,CAMPYLOBACTER SPECIES,http://snomed.info/sct,35408001,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90878,CAMPYLOBACTER UREOLYTICUS,http://snomed.info/sct,450602004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80060,CANDIDA ALBICANS,http://snomed.info/sct,53326005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90827,CANDIDA AURIS,http://snomed.info/sct,3491000146109,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80270,CANDIDA DUBLINIENSIS,http://snomed.info/sct,115952006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90795,CANDIDA FAMATA,http://snomed.info/sct,243428001,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80228,CANDIDA GLABRATA,http://snomed.info/sct,444877006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80100,CANDIDA GUILLIERMONDII,http://snomed.info/sct,29812000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80285,CANDIDA KEFYR,http://snomed.info/sct,446237006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80101,CANDIDA KRUSEI,http://snomed.info/sct,16452009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80137,CANDIDA LUSITANIAE,http://snomed.info/sct,50164000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80099,CANDIDA PARAPSILOSIS,http://snomed.info/sct,61302002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90336,CANDIDA RUGOSA,http://snomed.info/sct,23773004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80059,CANDIDA SPECIES,http://snomed.info/sct,3265006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80106,CANDIDA TROPICALIS,http://snomed.info/sct,47885008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80210,CAPNOCYTOPHAGA SPECIES,http://snomed.info/sct,22294008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90327,CARDIOBACTERIUM HOMINIS,http://snomed.info/sct,7333005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80200,CHAETOMIUM SPECIES,http://snomed.info/sct,10210008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90410,CHILOMASTIX MESNILI,http://snomed.info/sct,41340007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80147,CHLAMYDIA TRACHOMATIS,http://snomed.info/sct,63938009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90709,CHRYSEOBACTERIUM INDOLOGENES,http://snomed.info/sct,113549008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80301,CHRYSEOBACTERIUM MENINGOSEPTICUM,http://snomed.info/sct,425774009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80025,CITROBACTER AMALONATICUS,http://snomed.info/sct,55744003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80248,CITROBACTER FREUNDII COMPLEX,http://snomed.info/sct,782522004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80201,CITROBACTER KOSERI,http://snomed.info/sct,114264004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80151,CITROBACTER KOSERI,http://snomed.info/sct,114264004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90843,CITROBACTER SEDLAKII,http://snomed.info/sct,114265003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80098,CITROBACTER SPECIES,http://snomed.info/sct,75972000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80197,CITROBACTER YOUNGAE,http://snomed.info/sct,114443001,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80126,CLADOSPORIUM SPECIES,http://snomed.info/sct,32043002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80139,CLOSTRIDIUM DIFFICILE,http://snomed.info/sct,5933001,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90407,CLOSTRIDIUM INNOCUUM,http://snomed.info/sct,19415008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80038,CLOSTRIDIUM PERFRINGENS,http://snomed.info/sct,8331005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90377,CLOSTRIDIUM RAMOSUM,http://snomed.info/sct,42706008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80129,CLOSTRIDIUM SEPTICUM,http://snomed.info/sct,33101000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80039,CLOSTRIDIUM SPECIES,http://snomed.info/sct,8191000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80238,CLOSTRIDIUM SPECIES NOT C. PERFRINGENS OR C. SEPTICUM,http://snomed.info/sct,715871002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90374,CLOSTRIDIUM TERTIUM,http://snomed.info/sct,81909005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90714,CONIDIOBOLUS SPECIES,http://snomed.info/sct,42178002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80141,CORYNEBACTERIUM JEIKEIUM (C.D.C. GROUP JK),http://snomed.info/sct,63410006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80085,CORYNEBACTERIUM SPECIES (DIPHTHEROIDS),http://snomed.info/sct,77086004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80156,CORYNEBACTERIUM STRIATUM,http://snomed.info/sct,63815007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80193,CORYNEBACTERIUM UREALYTICUM SP. NOV.,http://snomed.info/sct,113613004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80012,CRONOBACTER (ENTEROBACTER) SAKAZAKII,http://snomed.info/sct,445562004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80065,CRYPTOCOCCUS NEOFORMANS,http://snomed.info/sct,67168003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80267,CRYPTOSPORIDIUM PARVUM OOCYSTS SEEN,http://snomed.info/sct,51504002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90706,CUNNINGHAMELLA BERTHOLLETIAE,http://snomed.info/sct,60182000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90861,CUPRIAVIDUS PAUCULUS,http://snomed.info/sct,429465001,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80174,CURVULARIA SP.,http://snomed.info/sct,5214001,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90880,CUTIBACTERIUM (PROPIONIBACTERIUM) ACNES,http://snomed.info/sct,39473003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90846,CUTIBACTERIUM ACNES,http://snomed.info/sct,39473003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90889,CUTIBACTERIUM SPECIES,http://snomed.info/sct,763051006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90567,CYCLOSPORA SPECIES,http://snomed.info/sct,103560006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80143,CYTOMEGALOVIRUS,http://snomed.info/sct,407444007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90695,DELFTIA ACIDOVORANS,http://snomed.info/sct,20432002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80278,DEMATIACEOUS MOLD,http://snomed.info/sct,20911002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90425,DIENTAMOEBA FRAGILIS,http://snomed.info/sct,41542000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90281,EDWARDSIELLA TARDA,http://snomed.info/sct,74672006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80035,EIKENELLA CORRODENS,http://snomed.info/sct,52591004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90738,ELIZABETHKINGIA (CHRYSEOBACTERIUM) MENIGOSEPTICA,http://snomed.info/sct,425774009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90793,EMMONSIA SPECIES,http://snomed.info/sct,780915007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80134,ENDOLIMAX NANA,http://snomed.info/sct,53272006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80132,ENTAMOEBA COLI,http://snomed.info/sct,79235009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80169,ENTAMOEBA HARTMANNI,http://snomed.info/sct,70632005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80217,ENTAMOEBA HISTOLYTICA/DISPAR,http://snomed.info/sct,4716008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90408,ENTAMOEBA SP.,http://snomed.info/sct,38324000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80007,ENTEROBACTER AEROGENES,http://snomed.info/sct,62592009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90452,ENTEROBACTER AMNIGENUS 2,http://snomed.info/sct,114453000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80164,ENTEROBACTER ASBURIAE,http://snomed.info/sct,33115003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90702,ENTEROBACTER CANCEROGENUS,http://snomed.info/sct,114451003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80008,ENTEROBACTER CLOACAE,http://snomed.info/sct,14385002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90763,ENTEROBACTER CLOACAE COMPLEX,http://snomed.info/sct,414102007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80011,ENTEROBACTER GERGOVIAE,http://snomed.info/sct,716346000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80113,ENTEROBACTER SPECIES,http://snomed.info/sct,58683007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80218,ENTEROBACTERIACEAE,http://snomed.info/sct,106544002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90447,ENTEROBIUS VERMICULARIS,http://snomed.info/sct,55008000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80111,ENTEROCOCCUS AVIUM,http://snomed.info/sct,87875008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80204,ENTEROCOCCUS CASSELIFLAVUS,http://snomed.info/sct,30949009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90549,ENTEROCOCCUS DURANS,http://snomed.info/sct,46464008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80172,ENTEROCOCCUS FAECALIS,http://snomed.info/sct,78065002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80168,ENTEROCOCCUS FAECIUM,http://snomed.info/sct,90272000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80184,ENTEROCOCCUS GALLINARUM,http://snomed.info/sct,53233007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90774,ENTEROCOCCUS HIRAE,http://snomed.info/sct,73852008,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90518,ENTEROCOCCUS RAFFINOSUS,http://snomed.info/sct,103437000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80053,ENTEROCOCCUS SP.,http://snomed.info/sct,2785000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90574,ENTEROVIRUS,http://snomed.info/sct,243633006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90688,ERYSIPELOTHRIX RHUSIOPATHIAE,http://snomed.info/sct,48666005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80002,ESCHERICHIA COLI,http://snomed.info/sct,112283007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80152,ESCHERICHIA FERGUSONII,http://snomed.info/sct,72461005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90559,ESCHERICHIA SPECIES,http://snomed.info/sct,64735005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90598,EXOPHIALA (WANGIELLA) DERMATITIDIS,http://snomed.info/sct,20586007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80124,EXOPHIALA JEANSELMEI COMPLEX,http://snomed.info/sct,38224003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90581,EXOPHIALA SPECIES,http://snomed.info/sct,12210004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80249,FEW BLASTOCYSTIS HOMINIS,http://snomed.info/sct,28923009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90734,FINEGOLDIA (PEPTOSTREPTOCOCCUS) SPECIES,http://snomed.info/sct,417248002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80282,FONSECAEA PEDROSOI,http://snomed.info/sct,69356007,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80127,FUNGUS,http://snomed.info/sct,414561005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80116,FUSARIUM SPECIES,http://snomed.info/sct,35238009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80128,FUSOBACTERIUM NUCLEATUM,http://snomed.info/sct,32763000,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80125,FUSOBACTERIUM SPECIES,http://snomed.info/sct,33562003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80245,FUSOBACTERIUM SPECIES,http://snomed.info/sct,33562003,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80089,GAMMA(I.E. NON-HEMOLYTIC) STREPTOCOCCUS,http://snomed.info/sct,22339002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90470,GARDNERELLA VAGINALIS,http://snomed.info/sct,64071004,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90844,GEMELLA BERGERI,http://snomed.info/sct,131310006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80183,GEMELLA MORBILLORUM,http://snomed.info/sct,113765006,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80298,GEMELLA SPECIES,http://snomed.info/sct,11590002,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90340,GEOTRICHIUM SPECIES,http://snomed.info/sct,34324005,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80133,GIARDIA LAMBLIA,http://snomed.info/sct,78181009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90644,GIARDIA LAMBLIA SEEN,http://snomed.info/sct,78181009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,90871,GLOBICATELLA SANGUINIS,http://snomed.info/sct,414345009,
https://mimic.mit.edu/fhir/CodeSystem/mibrob-orgitems,80286,GORDONIA SPECIES,http://snomed.info/sct,115143001,
