source_system,source_code,source_display,target_system,target_code,target_display
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,4+,Occasional,http://loinc.org,LA11844-0,4+
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,NORMAL,Normal,http://loinc.org,LA137-2,None
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,RARE,Rare,http://loinc.org,LA15679-6,Rare
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,FEW,Few,http://loinc.org,LA15680-4,Few
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,MOD,Moderate,http://loinc.org,LA6751-7,Moderate
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,MANY,Many,http://loinc.org,LA15681-2,Many
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,OCC,Occasionally,http://loinc.org,LA20948-8,Occasionally
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,LOW,Low,http://snomed.info/sct,62482003,Low
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,VERY LOW,Very low,http://snomed.info/sct,260362008,Very low
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,HIGH,High,http://snomed.info/sct,75540009,High
https://mimic.mit.edu/fhir/CodeSystem/labitem-coded-values,VERY HIGH,Very High,http://snomed.info/sct,260360000,Very High
