source_system,source_code,target_system,target_code,target_display
https://mimic.mit.edu/fhir/CodeSystem/care-units,Neuro Intermediate,http://terminology.hl7.org/CodeSystem/v3-RoleCode,HU,"Hospital Unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Neuro Stepdown,http://terminology.hl7.org/CodeSystem/v3-RoleCode,HU,"Hospital Unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Observation,http://terminology.hl7.org/CodeSystem/v3-RoleCode,HU,"Hospital Unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Obstetrics (Postpartum & Antepartum),http://terminology.hl7.org/CodeSystem/v3-RoleCode,OB,"Obstetrics clinic"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Obstetrics Antepartum,http://terminology.hl7.org/CodeSystem/v3-RoleCode,OB,"Obstetrics clinic"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Obstetrics Postpartum,http://terminology.hl7.org/CodeSystem/v3-RoleCode,OB,"Obstetrics clinic"
https://mimic.mit.edu/fhir/CodeSystem/care-units,PACU,http://snomed.info/sct,398161000,"Postoperative anesthesia care unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Psychiatry,http://terminology.hl7.org/CodeSystem/v3-RoleCode,PSY,"Psychiatry clinic"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Surgery,http://terminology.hl7.org/CodeSystem/v3-RoleCode,SU,"Surgery Unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Surgery/Pancreatic/Biliary/Bariatric,http://terminology.hl7.org/CodeSystem/v3-RoleCode,SU,"Surgery Unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Surgery/Trauma,http://terminology.hl7.org/CodeSystem/v3-RoleCode,SU,"Surgery Unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Surgical Intensive Care Unit (SICU),http://terminology.hl7.org/CodeSystem/v3-RoleCode,ICU,"Intensive care unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Thoracic Surgery,http://terminology.hl7.org/CodeSystem/v3-RoleCode,SU,"Surgery Unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Transplant,http://terminology.hl7.org/CodeSystem/v3-RoleCode,TR,"Transplant clinic"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Trauma SICU (TSICU),http://terminology.hl7.org/CodeSystem/v3-RoleCode,ICU,"Intensive care unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Vascular,http://terminology.hl7.org/CodeSystem/v3-RoleCode,HU,"Hospital Unit"
https://mimic.mit.edu/fhir/CodeSystem/care-units,Unknown,http://terminology.hl7.org/CodeSystem/v3-RoleCode,HU,"Hospital Unit"
