source_system,source_code,source_display,target_system,target_code,target_display
http://www.nlm.nih.gov/research/umls/rxnorm,"106332","Medicated Shampoo",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"797685","Medicated Tape",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"721654","Metered Dose Inhaler",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1797831","Metered Dose Nasal Spray",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"7067","Mouthwash",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346163","Mucosal Spray",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316956","Mucous Membrane Topical Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316960","Nasal Gel",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316959","Nasal Inhalant",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316961","Nasal Ointment",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1739329","Nasal Powder",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316962","Nasal Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"126542","Nasal Spray",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317544","Ophthalmic Cream",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316963","Ophthalmic Gel",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"244286","Ophthalmic Irrigation Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"91344","Ophthalmic Ointment",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"7670","Ophthalmic Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316964","Ophthalmic Suspension",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316965","Oral Capsule",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316966","Oral Cream",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"2269575","Oral Film",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316947","Oral Flakes",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346284","Oral Foam",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346169","Oral Gel",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317690","Oral Granules",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316992","Oral Lozenge",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346288","Oral Ointment",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346171","Oral Paste",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317691","Oral Pellet",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346289","Oral Powder",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316968","Oral Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346164","Oral Spray",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316969","Oral Suspension",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317541","Oral Tablet",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316989","Oral Wafer",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316972","Otic Ointment",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316973","Otic Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316974","Otic Suspension",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"746839","Pack",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"402496","Paste",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1649571","Pen Injector",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1540452","Powder for Nasal Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1540455","Powder for Oral Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1540456","Powder for Oral Suspension",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"2375729","Powder for Pyelocalyceal Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317004","Powder Spray",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"721656","Prefilled Syringe",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316975","Rectal Cream",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317542","Rectal Foam",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346170","Rectal Gel",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317005","Rectal Ointment",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317006","Rectal Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316977","Rectal Spray",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316978","Rectal Suppository",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"2269578","Sublingual Film",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1810682","Sublingual Powder",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317007","Sublingual Tablet",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316980","Sustained Release Buccal Tablet",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1861409","Tablet for Oral Suspension",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"10652","Toothpaste",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316982","Topical Cream",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346285","Topical Foam",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346286","Topical Gel",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1788820","Topical Liquefied Gas",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316983","Topical Lotion",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316984","Topical Oil",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316985","Topical Ointment",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317009","Topical Powder",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316986","Topical Solution",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"346165","Topical Spray",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1649353","Topical Suspension",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"316987","Transdermal System",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317543","Urethral Suppository",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"11103","Vaginal Cream",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"1788819","Vaginal Film",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"11107","Vaginal Foam",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"11108","Vaginal Gel",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"2107950","Vaginal Insert",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"317010","Vaginal Ointment",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"2173190","Vaginal Sponge",http://snomed.info/sct,,
http://www.nlm.nih.gov/research/umls/rxnorm,"2199220","Vaginal System",http://snomed.info/sct,,
