source_system,source_code,target_system,target_code,target_display
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Occupational Therapy,http://snomed.info/sct,306166004,"Referral to occupational therapy service"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Palliative Care,http://snomed.info/sct,306237005,"Referral for palliative care"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Palliative Care/Ethics Support,http://snomed.info/sct,306237005,"Referral for palliative care"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Physical Therapy,http://snomed.info/sct,91251008,"Physical therapy procedure"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Social Work,http://snomed.info/sct,308440001,"Refer to social worker"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Speech/Swallowing,http://snomed.info/sct,306173009,"Referral to speech and language therapy service"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Hemodynamic monitoring,http://snomed.info/sct,716777001,"Hemodynamic monitoring"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Cardiac monitoring,http://snomed.info/sct,23852006,"Cardiac monitoring"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Intra-cranial monitoring,http://snomed.info/sct,182796001,"Intracranial pressure monitoring"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Vitals/Monitoring,http://snomed.info/sct,304495004,"Vital signs monitoring"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Wound Care,http://snomed.info/sct,225358003,"Wound care"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Telemetry,http://snomed.info/sct,47101004,"Heart rate monitoring"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Therapeutic devices/DVT/Prophylaxis,http://snomed.info/sct,243203006,"Intermittent pneumatic calf-thigh compression"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Tubes/Drains,http://snomed.info/sct,385944003,"Maintenance of drainage tube"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Hemodialysis,http://snomed.info/sct,302497006,"Hemodialysis"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,IV access,http://snomed.info/sct,392230005,"Establishes IV access"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,IV access request,http://snomed.info/sct,392230005,"Establishes IV access"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,IV fluids,http://snomed.info/sct,103744005,"Administers IV fluid therapy"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,EEG,http://snomed.info/sct,54550000,"Electroencephalogram"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,EMG,http://snomed.info/sct,42803009,"Electromyography"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,TCD,http://snomed.info/sct,431648005,"Transcranial Doppler ultrasonography"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Fetal monitoring,http://snomed.info/sct,387672006,"Fetal monitoring"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Angio,http://snomed.info/sct,77343006,"Angiography"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,CT Scan,http://snomed.info/sct,77477000,"Computed tomography"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,General Xray,http://snomed.info/sct,168537006,"Plain X-ray"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Interventional Neuro,http://snomed.info/sct,309516002,"Neurological therapy"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Interventional Radiology,http://snomed.info/sct,408455009,"Interventional Radiology"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,MRI,http://snomed.info/sct,113091000,"Magnetic resonance imaging"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Noninvasive Vascular,http://snomed.info/sct,108283006,"US scan of cardiovascular system"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Nuclear Med,http://snomed.info/sct,371572003,"Nuclear medicine procedure"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Ultrasound,http://snomed.info/sct,16310003,"NUltrasonography"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,BiPAP,http://snomed.info/sct,229306004,"Positive airway pressure therapy"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,CPAP for OSA,http://snomed.info/sct,47545007,"Continuous positive airway pressure ventilation treatment (regime/therapy)"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Extubate,http://snomed.info/sct,309812005,"Extubation of trachea"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Mechanical Ventilation,http://snomed.info/sct,243141005,"Mechanically assisted spontaneous ventilation"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Oxygen Therapy,http://snomed.info/sct,707808001,"Oxygen therapy support"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Pulmonary Function Test,http://snomed.info/sct,23426006,"Measurement of respiratory function"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Central TPN,http://snomed.info/sct,789709006,"Administration of total parenteral nutrition"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Premixed Central Standard,http://snomed.info/sct,789709006,"Administration of total parenteral nutrition"
https://mimic.mit.edu/fhir/CodeSystem/order-subtypes,Premixed Peripheral Standard,http://snomed.info/sct,789709006,"Administration of total parenteral nutrition"
