source_system,source_code,source_display,target_system,target_code,target_display
https://mimic.mit.edu/fhir/CodeSystem/labitems,50817,Oxygen Saturation,http://loinc.org,20564-1,Oxygen saturation in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50818,pCO2,http://loinc.org,11557-6,Carbon dioxide [Partial pressure] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50819,PEEP,http://loinc.org,20077-4,Positive end expiratory pressure setting Ventilator
https://mimic.mit.edu/fhir/CodeSystem/labitems,50820,pH,http://loinc.org,11558-4,pH of Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50821,pO2,http://loinc.org,11556-8,Oxygen [Partial pressure] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50822,"Potassium, Whole Blood",http://loinc.org,6298-4,Potassium [Moles/volume] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50823,Required O2,http://loinc.org,3150-0,Inhaled oxygen concentration
https://mimic.mit.edu/fhir/CodeSystem/labitems,50824,"Sodium, Whole Blood",http://loinc.org,2947-0,Sodium [Moles/volume] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50825,Temperature,http://loinc.org,8310-5,Body temperature
https://mimic.mit.edu/fhir/CodeSystem/labitems,50826,Tidal Volume,http://loinc.org,20112-9,Tidal volume setting Ventilator
https://mimic.mit.edu/fhir/CodeSystem/labitems,50827,Ventilation Rate,http://loinc.org,76526-3,Ventilation rate by Carbon dioxide measurement
https://mimic.mit.edu/fhir/CodeSystem/labitems,50828,Ventilator,http://loinc.org,20124-4,Ventilation mode Ventilator
https://mimic.mit.edu/fhir/CodeSystem/labitems,50830,"pCO2, Body Fluid",http://loinc.org,2023-0,Carbon dioxide [Partial pressure] in Body fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50831,pH,http://loinc.org,2748-2,pH of Body fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50832,"pO2, Body Fluid",http://loinc.org,2706-0,Oxygen [Partial pressure] in Body fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50833,Potassium,http://loinc.org,2821-7,Potassium [Moles/volume] in Body fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50834,"Sodium, Body Fluid",http://loinc.org,2950-4,Sodium [Moles/volume] in Body fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50835,"Albumin, Ascites",http://loinc.org,1749-1,Albumin [Mass/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50836,"Amylase, Ascites",http://loinc.org,1797-0,Amylase [Enzymatic activity/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50837,"Bicarbonate, Ascites",http://loinc.org,54360-3,Bicarbonate [Moles/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50838,"Bilirubin, Total, Ascites",http://loinc.org,14422-0,Bilirubin.total [Mass/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50839,"Chloride, Ascites",http://loinc.org,33366-6,Chloride [Moles/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50840,"Cholesterol, Ascites",http://loinc.org,14441-0,Cholesterol [Mass/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50841,"Creatinine, Ascites",http://loinc.org,12191-3,Creatinine [Mass/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50842,"Glucose, Ascites",http://loinc.org,2347-3,Glucose [Mass/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50843,"Lactate Dehydrogenase, Ascites",http://loinc.org,2531-2,Lactate dehydrogenase [Enzymatic activity/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50844,"Lipase, Ascites",http://loinc.org,32722-1,Lipase [Enzymatic activity/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50846,"Osmolality, Ascites",http://loinc.org,2691-4,Osmolality of Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50847,"Potassium, Ascites",http://loinc.org,49789-1,Potassium [Moles/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50848,"Sodium, Ascites",http://loinc.org,49790-9,Sodium [Moles/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50849,"Total Protein, Ascites",http://loinc.org,2883-7,Protein [Mass/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50850,"Triglycerides, Ascites",http://loinc.org,14447-7,Triglyceride [Mass/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50851,"Urea Nitrogen, Ascites",http://loinc.org,12265-5,Urea nitrogen [Mass/volume] in Peritoneal fluid
https://mimic.mit.edu/fhir/CodeSystem/labitems,50852,% Hemoglobin A1c,http://loinc.org,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50853,25-OH Vitamin D,http://loinc.org,1989-3,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50854,Absolute A1c,http://loinc.org,41995-2,Hemoglobin A1c [Mass/volume] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50855,Absolute Hemoglobin,http://loinc.org,718-7,Hemoglobin [Mass/volume] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50856,Acetaminophen,http://loinc.org,3298-7,Acetaminophen [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50857,Acetone,http://loinc.org,5567-3,Acetone [Presence] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50858,Acid Phosphatase,http://loinc.org,1715-2,Acid phosphatase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50859,"Acid Phosphatase, Non-Prostatic",http://loinc.org,12173-1,Non prostatic acid phosphatase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50860,"AFP, Maternal Screen",http://loinc.org,1834-1,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50861,Alanine Aminotransferase (ALT),http://loinc.org,1742-6,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50862,Albumin,http://loinc.org,1751-7,Albumin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50863,Alkaline Phosphatase,http://loinc.org,6768-6,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50864,Alpha-Fetoprotein,http://loinc.org,1834-1,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50865,Amikacin,http://loinc.org,35669-1,Amikacin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50866,Ammonia,http://loinc.org,16362-6,Ammonia [Moles/volume] in Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50867,Amylase,http://loinc.org,1798-8,Amylase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50868,Anion Gap,http://loinc.org,1863-0,Anion gap 4 in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50869,Anti-DGP (IgA/IgG),http://loinc.org,63420-4,Gliadin peptide+tissue transglutaminase IgA+IgG Ab [Presence] in Serum by Immunoassay
https://mimic.mit.edu/fhir/CodeSystem/labitems,50870,"Anti-Gliadin Antibody, IgA",http://loinc.org,58709-7,Gliadin peptide IgA Ab [Units/volume] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50871,Anti-Mitochondrial Antibody,http://loinc.org,17284-1,Mitochondria Ab [Presence] in Serum by Immunofluorescence
https://mimic.mit.edu/fhir/CodeSystem/labitems,50872,Anti-Neutrophil Cytoplasmic Antibody,http://loinc.org,17351-8,Neutrophil cytoplasmic Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50873,Anti-Nuclear Antibody,http://loinc.org,8061-4,Nuclear Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50874,"Anti-Nuclear Antibody, Titer",http://loinc.org,5048-4,Nuclear Ab [Titer] in Serum by Immunofluorescence
https://mimic.mit.edu/fhir/CodeSystem/labitems,50875,Anti-Parietal Cell Antibody,http://loinc.org,14241-4,Parietal cell Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50876,Anti-Smooth Muscle Antibody,http://loinc.org,14252-1,Smooth muscle Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50877,Anti-Thyroglobulin Antibodies,http://loinc.org,8098-6,Thyroglobulin Ab [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50878,Asparate Aminotransferase (AST),http://loinc.org,1920-8,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50879,Barbiturate Screen,http://loinc.org,3376-1,"Barbiturates [Presence] in Serum, Plasma or Blood"
https://mimic.mit.edu/fhir/CodeSystem/labitems,50880,Benzodiazepine Screen,http://loinc.org,42662-7,Benzodiazepines [Presence] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50881,Beta-2 Microglobulin,http://loinc.org,1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50882,Bicarbonate,http://loinc.org,1963-8,Bicarbonate [Moles/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50883,"Bilirubin, Direct",http://loinc.org,1968-7,Bilirubin.direct [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50884,"Bilirubin, Indirect",http://loinc.org,1971-1,Bilirubin.indirect [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50885,"Bilirubin, Total",http://loinc.org,1975-2,Bilirubin.total [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50889,C-Reactive Protein,http://loinc.org,1988-5,C reactive protein [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50890,C3,http://loinc.org,4485-9,Complement C3 [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50891,C4,http://loinc.org,4498-2,Complement C4 [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50892,CA-125,http://loinc.org,10334-1,Cancer Ag 125 [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50893,"Calcium, Total",http://loinc.org,17861-6,Calcium [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50894,Calculated Free Testosterone,http://loinc.org,96559-0,Testosterone Free [Moles/volume] in Serum or Plasma by calculation
https://mimic.mit.edu/fhir/CodeSystem/labitems,50895,Calculated TBG,http://loinc.org,3027-0,Thyroxine (T4)/Thyroxine binding globulin [Mass Ratio] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50896,Calculated Thyroxine (T4) Index,http://loinc.org,32215-6,Thyroxine (T4) free index in Serum or Plasma by calculation
https://mimic.mit.edu/fhir/CodeSystem/labitems,50898,Cancer Antigen 27.29,http://loinc.org,17842-6,Cancer Ag 27-29 [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50899,Carbamazepine,http://loinc.org,3432-2,carBAMazepine [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50900,Carcinoembyronic Antigen (CEA),http://loinc.org,2039-6,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50901,Centromere,http://loinc.org,16137-2,Centromere Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50902,Chloride,http://loinc.org,2075-0,Chloride [Moles/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50903,Cholesterol Ratio (Total/HDL),http://loinc.org,9830-1,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50904,"Cholesterol, HDL",http://loinc.org,2085-9,Cholesterol in HDL [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50905,"Cholesterol, LDL, Calculated",http://loinc.org,13457-7,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation
https://mimic.mit.edu/fhir/CodeSystem/labitems,50906,"Cholesterol, LDL, Measured",http://loinc.org,18262-6,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay
https://mimic.mit.edu/fhir/CodeSystem/labitems,50907,"Cholesterol, Total",http://loinc.org,2093-3,Cholesterol [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50908,CK-MB Index,http://loinc.org,49136-5,Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50909,Cortisol,http://loinc.org,2143-6,Cortisol [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50910,Creatine Kinase (CK),http://loinc.org,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50911,"Creatine Kinase, MB Isoenzyme",http://loinc.org,13969-1,Creatine kinase.MB [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50912,Creatinine,http://loinc.org,2160-0,Creatinine [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50913,Cryoglobulin,http://loinc.org,5117-7,Cryoglobulin [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50914,Cyclosporin,http://loinc.org,3520-4,cycloSPORINE [Mass/volume] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50915,D-Dimer,http://loinc.org,48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50916,DHEA-Sulfate,http://loinc.org,2191-5,Dehydroepiandrosterone sulfate (DHEA-S) [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50917,Digoxin,http://loinc.org,10535-3,Digoxin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50918,Double Stranded DNA,http://loinc.org,31348-6,DNA double strand Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50920,Estimated GFR (MDRD equation),http://loinc.org,77147-7,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)"
https://mimic.mit.edu/fhir/CodeSystem/labitems,50921,Estradiol,http://loinc.org,2243-4,Estradiol (E2) [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50922,Ethanol,http://loinc.org,5640-8,Ethanol [Mass/volume] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50924,Ferritin,http://loinc.org,2276-4,Ferritin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50925,Folate,http://loinc.org,2284-8,Folate [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50926,Follicle Stimulating Hormone,http://loinc.org,15067-2,Follitropin [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50927,Gamma Glutamyltransferase,http://loinc.org,2324-2,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50928,Gastrin,http://loinc.org,2333-3,Gastrin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50929,Gentamicin,http://loinc.org,35668-3,Gentamicin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50930,Globulin,http://loinc.org,2336-6,Globulin [Mass/volume] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50931,Glucose,http://loinc.org,2345-7,Glucose [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50935,Haptoglobin,http://loinc.org,4542-7,Haptoglobin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50936,"HCG, Maternal Screen",http://loinc.org,19080-1,Choriogonadotropin [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50937,Hepatitis A Virus Antibody,http://loinc.org,13951-9,Hepatitis A virus Ab [Presence] in Serum by Immunoassay
https://mimic.mit.edu/fhir/CodeSystem/labitems,50938,Hepatitis A Virus IgM Antibody,http://loinc.org,22314-9,Hepatitis A virus IgM Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50939,"Hepatitis B Core Antibody, IgM",http://loinc.org,31204-1,Hepatitis B virus core IgM Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50940,Hepatitis B Surface Antibody,http://loinc.org,22322-2,Hepatitis B virus surface Ab [Presence] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50941,Hepatitis B Surface Antigen,http://loinc.org,5196-1,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay
https://mimic.mit.edu/fhir/CodeSystem/labitems,50942,Hepatitis B Virus Core Antibody,http://loinc.org,13952-7,Hepatitis B virus core Ab [Presence] in Serum or Plasma by Immunoassay
https://mimic.mit.edu/fhir/CodeSystem/labitems,50943,Hepatitis C Virus Antibody,http://loinc.org,13955-0,Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay
https://mimic.mit.edu/fhir/CodeSystem/labitems,50944,HIV Antibody,http://loinc.org,5220-9,HIV 1 Ab [Units/volume] in Serum or Plasma by Immunoassay
https://mimic.mit.edu/fhir/CodeSystem/labitems,50945,Homocysteine,http://loinc.org,13965-9,Homocysteine [Moles/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50946,Human Chorionic Gonadotropin,http://loinc.org,19080-1,Choriogonadotropin [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50948,Immunofixation,http://loinc.org,25700-6,Immunofixation for Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50949,Immunoglobulin A,http://loinc.org,2458-8,IgA [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50950,Immunoglobulin G,http://loinc.org,2465-3,IgG [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50951,Immunoglobulin M,http://loinc.org,2472-9,IgM [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50952,Iron,http://loinc.org,2498-4,Iron [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50953,"Iron Binding Capacity, Total",http://loinc.org,2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50954,Lactate Dehydrogenase (LD),http://loinc.org,2532-0,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50956,Lipase,http://loinc.org,3040-3,Lipase [Enzymatic activity/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50957,Lithium,http://loinc.org,14334-7,Lithium [Moles/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50958,Luteinizing Hormone,http://loinc.org,10501-5,Lutropin [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50959,Macro Prolactin,http://loinc.org,72680-2,Macroprolactin [Presence] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50960,Magnesium,http://loinc.org,19123-9,Magnesium [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50961,Methotrexate,http://loinc.org,14836-1,Methotrexate [Moles/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50962,N-Acetylprocainamide (NAPA),http://loinc.org,3834-9,N-acetylprocainamide [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50963,NTproBNP,http://loinc.org,33762-6,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50964,"Osmolality, Measured",http://loinc.org,2692-2,Osmolality of Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50965,Parathyroid Hormone,http://loinc.org,2731-8,Parathyrin.intact [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50966,Phenobarbital,http://loinc.org,3948-7,PHENobarbital [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50967,Phenytoin,http://loinc.org,3968-5,Phenytoin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50968,"Phenytoin, Free",http://loinc.org,3969-3,Phenytoin Free [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50969,"Phenytoin, Percent Free",http://loinc.org,10548-6,Phenytoin Free/Phenytoin.total in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50970,Phosphate,http://loinc.org,2777-1,Phosphate [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50971,Potassium,http://loinc.org,2823-3,Potassium [Moles/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50972,Procainamide,http://loinc.org,3982-6,Procainamide [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50973,Prolactin,http://loinc.org,2842-3,Prolactin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50974,Prostate Specific Antigen,http://loinc.org,2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50975,Protein Electrophoresis,http://loinc.org,12851-2,Protein Fractions [Interpretation] in Serum or Plasma by Electrophoresis
https://mimic.mit.edu/fhir/CodeSystem/labitems,50976,"Protein, Total",http://loinc.org,2885-2,Protein [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50977,Quinidine,http://loinc.org,6694-4,quiNIDine [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50978,Rapamycin,http://loinc.org,29247-4,Sirolimus [Mass/volume] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50980,Rheumatoid Factor,http://loinc.org,11572-5,Rheumatoid factor [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50981,Salicylate,http://loinc.org,4024-6,Salicylates [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50982,Sex Hormone Binding Globulin,http://loinc.org,13967-5,Sex hormone binding globulin [Moles/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50983,Sodium,http://loinc.org,2951-2,Sodium [Moles/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50986,tacroFK,http://loinc.org,11253-2,Tacrolimus [Mass/volume] in Blood
https://mimic.mit.edu/fhir/CodeSystem/labitems,50988,Testosterone,http://loinc.org,2986-8,Testosterone [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50989,"Testosterone, Free",http://loinc.org,2991-8,Testosterone Free [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50990,Theophylline,http://loinc.org,4049-3,Theophylline [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50991,Thyroglobulin,http://loinc.org,3013-0,Thyroglobulin [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50992,Thyroid Peroxidase Antibodies,http://loinc.org,8099-4,Thyroperoxidase Ab [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50993,Thyroid Stimulating Hormone,http://loinc.org,3016-3,Thyrotropin [Units/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50994,Thyroxine (T4),http://loinc.org,3026-2,Thyroxine (T4) [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50995,"Thyroxine (T4), Free",http://loinc.org,3024-7,Thyroxine (T4) free [Mass/volume] in Serum or Plasma
https://mimic.mit.edu/fhir/CodeSystem/labitems,50996,"Tissue Transglutaminase Ab, IgA",http://loinc.org,31017-7,Tissue transglutaminase IgA Ab [Units/volume] in Serum
https://mimic.mit.edu/fhir/CodeSystem/labitems,50997,Tobramycin,http://loinc.org,35670-9,Tobramycin [Mass/volume] in Serum or Plasma
